Id,StageName,Amount,Product,Competitor,Account,Vertical
8496,Identify,"$22,399.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Grand Haven SNF Center 7496,SNF
8497,Negotiate,"$37,930.00","Learning, Assessments",MedTeach,East Grove Assisted Living Center 7497,AL
8498,Closed Won,"$27,636.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Oak Point Assisted Living Center 7498,AL
8499,Engage,"$80,828.00",XM,SNFCourse,Grand Valley SNF Center 7499,SNF
8500,Prove,"$28,547.00","Learning, XM",InsightsAct,River Springs Home Health Center 7500,HH
8501,Prove,"$4,203.00","Learning, Regulation Management",SNFCourse,Oak Ridge Home Care Center 7501,HC
8502,Prove,"$35,250.00","Compliance, XM",CareEd,West Springs Assisted Living Center 7502,AL
8503,Engage,"$51,975.00","Learning, Assessments",SNFCourse,New Springs Assisted Living Center 7503,AL
8504,Engage,"$24,738.00","Learning, Regulation Management",MedTeach,Oak Heights Home Care Center 7504,HC
8505,Prove,"$34,371.00",Learning,SNFCourse,East Ridge SNF Center 7505,SNF
8506,Engage,"$16,938.00",Policy Management,MedTeach,Grand Harbor Home Care Center 7506,HC
8507,Identify,"$29,957.00",Policy Management,MedTeach,Grand Haven Home Health Center 7507,HH
8508,Identify,"$28,835.00","Learning, XM",MedTeach,West View Assisted Living Center 7508,AL
8509,Identify,"$63,030.00",XM,CareEd,River Heights SNF Center 7509,SNF
8510,Identify,"$35,627.00","Learning, Assessments",CareEd,West Harbor SNF Center 7510,SNF
8511,Identify,"$63,231.00",Learning,SNFCourse,River Creek Home Health Center 7511,HH
8512,Identify,"$25,683.00",Policy Management,SNFCourse,North Valley Assisted Living Center 7512,AL
8513,Closed Won,"$21,357.00","Learning, Regulation Management",SNFCourse,Grand Haven SNF Center 7513,SNF
8514,Prove,"$63,461.00","Learning, Policy Management",MedTeach,East View Home Health Center 7514,HH
8515,Closed Lost,"$38,502.00","Compliance, XM",CareEd,West Heights Home Health Center 7515,HH
8516,Negotiate,"$29,764.00","Learning, Regulation Management",CareEd,West Harbor SNF Center 7516,SNF
8517,Closed Lost,"$52,825.00",XM,SNFCourse,West Valley Assisted Living Center 7517,AL
8518,Identify,"$18,427.00","Compliance, XM",MedTeach,Pine Ridge Home Care Center 7518,HC
8519,Identify,"$2,843.00",Learning,InsightsAct,River Point Home Care Center 7519,HC
8520,Prove,"$34,272.00","Learning, Assessments",MedTeach,South Ridge SNF Center 7520,SNF
8521,Prove,"$74,946.00","Learning, Policy Management",SNFCourse,New Grove Assisted Living Center 7521,AL
8522,Identify,"$32,536.00","Learning, Regulation Management, Compliance, XM",InsightsAct,North Valley Assisted Living Center 7522,AL
8523,Engage,"$51,898.00","Learning, Policy Management",MedTeach,Pine Heights Home Care Center 7523,HC
8524,Identify,"$72,179.00",XM,CareEd,East Heights Home Health Center 7524,HH
8525,Negotiate,"$51,603.00","Learning, Assessments",MedTeach,East Haven Assisted Living Center 7525,AL
8526,Prove,"$67,596.00","Learning, Regulation Management",MedTeach,River Point Home Health Center 7526,HH
8527,Identify,"$4,715.00",Learning,SNFCourse,Lake Point Home Care Center 7527,HC
8528,Identify,"$20,683.00","Learning, Policy Management",SNFCourse,Oak Creek Assisted Living Center 7528,AL
8529,Negotiate,"$53,169.00","Learning, Regulation Management, Compliance, XM",CareEd,New Creek SNF Center 7529,SNF
8530,Engage,"$82,997.00","Compliance, XM",MedTeach,Grand Grove SNF Center 7530,SNF
8531,Prove,"$27,536.00","Learning, Regulation Management, Compliance, XM",SNFCourse,River Creek Home Care Center 7531,HC
8532,Identify,"$24,452.00",Policy Management,InsightsAct,New Point Assisted Living Center 7532,AL
8533,Closed Won,"$73,059.00",XM,MedTeach,Oak Harbor Assisted Living Center 7533,AL
8534,Identify,"$70,219.00",Policy Management,MedTeach,Grand Harbor Home Care Center 7534,HC
8535,Closed Won,"$23,116.00","Compliance, XM",MedTeach,Lake Grove Assisted Living Center 7535,AL
8536,Prove,"$50,313.00","Learning, Regulation Management",CareEd,Lake Springs SNF Center 7536,SNF
8537,Closed Lost,"$9,685.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Pine Springs Home Care Center 7537,HC
8538,Identify,"$83,579.00",Learning,MedTeach,Oak Valley Home Care Center 7538,HC
8539,Engage,"$14,111.00",Learning,MedTeach,Grand Valley Home Care Center 7539,HC
8540,Prove,"$26,460.00","Learning, Policy Management",SNFCourse,New Heights Home Health Center 7540,HH
8541,Negotiate,"$46,905.00",XM,InsightsAct,Oak Heights SNF Center 7541,SNF
8542,Engage,"$38,404.00","Compliance, XM",SNFCourse,North Valley Assisted Living Center 7542,AL
8543,Identify,"$78,508.00","Learning, Regulation Management",SNFCourse,River Point Home Care Center 7543,HC
8544,Prove,"$32,905.00",Policy Management,CareEd,West Creek Assisted Living Center 7544,AL
8545,Prove,"$48,970.00","Learning, Regulation Management",CareEd,Pine Harbor Home Health Center 7545,HH
8546,Identify,"$74,036.00","Learning, XM",CareEd,South Point Home Care Center 7546,HC
8547,Negotiate,"$7,128.00",Learning,CareEd,North Ridge Assisted Living Center 7547,AL
8548,Identify,"$26,706.00","Compliance, XM",MedTeach,North Valley SNF Center 7548,SNF
8549,Identify,"$45,311.00","Learning, Regulation Management, Compliance, XM",MedTeach,Pine Ridge Home Care Center 7549,HC
8550,Negotiate,"$69,680.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Lake Point Home Health Center 7550,HH
8551,Closed Won,"$55,391.00",XM,CareEd,New Harbor Home Health Center 7551,HH
8552,Identify,"$28,084.00",XM,InsightsAct,South Ridge Home Care Center 7552,HC
8553,Identify,"$41,066.00","Learning, XM",CareEd,Lake Creek SNF Center 7553,SNF
8554,Identify,"$36,194.00",Policy Management,CareEd,East Point Home Health Center 7554,HH
8555,Identify,"$3,696.00","Learning, Policy Management",MedTeach,Lake Haven Home Care Center 7555,HC
8556,Negotiate,"$24,251.00",XM,SNFCourse,Lake Valley Assisted Living Center 7556,AL
8557,Closed Won,"$28,718.00",XM,SNFCourse,Lake Valley Home Care Center 7557,HC
8558,Engage,"$36,445.00",Learning,SNFCourse,West Grove Assisted Living Center 7558,AL
8559,Closed Won,"$63,109.00",Learning,MedTeach,Lake Point Home Care Center 7559,HC
8560,Identify,"$6,745.00",XM,MedTeach,New Haven Home Care Center 7560,HC
8561,Identify,"$46,954.00","Learning, Regulation Management",SNFCourse,River Heights Home Health Center 7561,HH
8562,Negotiate,"$65,849.00","Learning, XM",SNFCourse,New Harbor SNF Center 7562,SNF
8563,Engage,"$40,364.00","Compliance, XM",SNFCourse,North Point SNF Center 7563,SNF
8564,Prove,"$7,707.00","Learning, XM",InsightsAct,North View Assisted Living Center 7564,AL
8565,Identify,"$54,966.00","Learning, Regulation Management, Compliance, XM",CareEd,New View SNF Center 7565,SNF
8566,Engage,"$23,161.00",XM,SNFCourse,River Springs Home Care Center 7566,HC
8567,Engage,"$81,185.00","Learning, XM",MedTeach,South Haven SNF Center 7567,SNF
8568,Prove,"$50,886.00",Learning,SNFCourse,Grand View Assisted Living Center 7568,AL
8569,Engage,"$16,313.00","Learning, XM",MedTeach,West Haven Assisted Living Center 7569,AL
8570,Identify,"$76,958.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Pine Heights Assisted Living Center 7570,AL
8571,Negotiate,"$18,387.00","Learning, Regulation Management, Compliance, XM",SNFCourse,River View Home Health Center 7571,HH
8572,Closed Lost,"$6,720.00","Learning, Regulation Management, Compliance, XM",InsightsAct,River Creek Home Health Center 7572,HH
8573,Closed Won,"$18,756.00",Learning,SNFCourse,East Creek SNF Center 7573,SNF
8574,Identify,"$75,599.00",Learning,SNFCourse,Grand Springs Home Health Center 7574,HH
8575,Engage,"$23,899.00",Learning,MedTeach,Grand Valley SNF Center 7575,SNF
8576,Identify,"$15,109.00","Learning, Regulation Management",MedTeach,West Valley Assisted Living Center 7576,AL
8577,Closed Lost,"$62,485.00",Learning,SNFCourse,Lake View Assisted Living Center 7577,AL
8578,Closed Lost,"$5,289.00","Learning, Assessments",SNFCourse,North Harbor Assisted Living Center 7578,AL
8579,Negotiate,"$48,939.00",Learning,SNFCourse,Grand Grove Home Health Center 7579,HH
8580,Engage,"$31,942.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Grand Haven Home Care Center 7580,HC
8581,Closed Lost,"$71,632.00","Compliance, XM",SNFCourse,Grand Springs Home Health Center 7581,HH
8582,Identify,"$74,560.00","Learning, XM",SNFCourse,New Creek Home Care Center 7582,HC
8583,Negotiate,"$59,415.00","Learning, Policy Management",MedTeach,West Point Assisted Living Center 7583,AL
8584,Engage,"$3,617.00","Learning, XM",SNFCourse,Grand Heights Assisted Living Center 7584,AL
8585,Negotiate,"$82,654.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Lake Harbor Assisted Living Center 7585,AL
8586,Negotiate,"$14,240.00","Learning, Regulation Management, Compliance, XM",CareEd,River Ridge Home Care Center 7586,HC
8587,Prove,"$8,890.00",Learning,InsightsAct,Pine Harbor Home Health Center 7587,HH
8588,Identify,"$30,166.00",Learning,MedTeach,Pine Harbor SNF Center 7588,SNF
8589,Prove,"$5,745.00","Learning, Policy Management",SNFCourse,New Creek SNF Center 7589,SNF
8590,Closed Lost,"$72,134.00",XM,CareEd,East Harbor SNF Center 7590,SNF
8591,Negotiate,"$49,407.00",Learning,InsightsAct,East View SNF Center 7591,SNF
8592,Prove,"$67,165.00","Compliance, XM",SNFCourse,New View Assisted Living Center 7592,AL
8593,Identify,"$69,325.00",XM,SNFCourse,Grand Creek SNF Center 7593,SNF
8594,Identify,"$61,203.00","Compliance, XM",MedTeach,River Point SNF Center 7594,SNF
8595,Identify,"$70,931.00",Policy Management,MedTeach,South Creek Assisted Living Center 7595,AL
8596,Identify,"$1,874.00","Compliance, XM",SNFCourse,Pine Heights Home Health Center 7596,HH
8597,Closed Lost,"$30,358.00",Policy Management,InsightsAct,Grand Heights SNF Center 7597,SNF
8598,Negotiate,"$46,679.00","Compliance, XM",InsightsAct,West Heights Assisted Living Center 7598,AL
8599,Identify,"$48,265.00","Learning, Regulation Management, Compliance, XM",MedTeach,River Ridge Home Health Center 7599,HH
8600,Prove,"$20,067.00","Learning, Regulation Management",InsightsAct,East Creek SNF Center 7600,SNF
8601,Prove,"$4,838.00",Learning,SNFCourse,Lake Haven Assisted Living Center 7601,AL
8602,Engage,"$18,481.00",XM,MedTeach,Lake Grove Home Care Center 7602,HC
8603,Engage,"$32,406.00","Learning, Regulation Management",InsightsAct,River Haven Home Care Center 7603,HC
8604,Engage,"$36,629.00",Policy Management,SNFCourse,New View Home Health Center 7604,HH
8605,Identify,"$28,084.00",XM,CareEd,North Point Home Health Center 7605,HH
8606,Negotiate,"$33,329.00",Learning,InsightsAct,North Valley Assisted Living Center 7606,AL
8607,Identify,"$26,570.00",Learning,SNFCourse,Oak Ridge SNF Center 7607,SNF
8608,Prove,"$50,470.00",Learning,InsightsAct,New Heights Home Health Center 7608,HH
8609,Closed Won,"$66,269.00",Policy Management,CareEd,South Ridge Home Health Center 7609,HH
8610,Closed Lost,"$78,365.00",Learning,SNFCourse,North Creek SNF Center 7610,SNF
8611,Closed Lost,"$72,885.00",Policy Management,InsightsAct,Pine Point Home Care Center 7611,HC
8612,Identify,"$42,304.00",Policy Management,CareEd,South Harbor Home Care Center 7612,HC
8613,Identify,"$8,562.00","Learning, XM",InsightsAct,West View Home Care Center 7613,HC
8614,Engage,"$39,943.00","Learning, Regulation Management",InsightsAct,West Grove Home Care Center 7614,HC
8615,Prove,"$56,661.00",Learning,CareEd,New Harbor Home Care Center 7615,HC
8616,Identify,"$12,711.00","Learning, Assessments",InsightsAct,Pine Haven Assisted Living Center 7616,AL
8617,Engage,"$73,692.00",Policy Management,SNFCourse,Oak Valley Home Care Center 7617,HC
8618,Engage,"$37,614.00","Learning, Regulation Management, Compliance, XM",CareEd,East Grove Home Health Center 7618,HH
8619,Negotiate,"$63,587.00",Learning,CareEd,River Grove Assisted Living Center 7619,AL
8620,Identify,"$37,325.00","Learning, Regulation Management, Compliance, XM",SNFCourse,East Valley SNF Center 7620,SNF
8621,Engage,"$42,846.00","Learning, Policy Management",MedTeach,North Springs SNF Center 7621,SNF
8622,Closed Lost,"$4,088.00",Learning,MedTeach,Pine Point Home Care Center 7622,HC
8623,Prove,"$73,744.00",Policy Management,MedTeach,South Springs Assisted Living Center 7623,AL
8624,Closed Lost,"$13,753.00","Learning, XM",CareEd,West View Home Care Center 7624,HC
8625,Identify,"$22,921.00","Learning, Regulation Management",CareEd,South Harbor Home Health Center 7625,HH
8626,Identify,"$37,218.00",Learning,MedTeach,River Grove Home Care Center 7626,HC
8627,Engage,"$17,445.00",XM,CareEd,Pine Point Home Health Center 7627,HH
8628,Prove,"$80,685.00","Learning, Regulation Management, Compliance, XM",SNFCourse,River Springs Home Health Center 7628,HH
8629,Closed Lost,"$44,915.00","Learning, XM",MedTeach,River Valley Home Health Center 7629,HH
8630,Closed Won,"$67,206.00",Policy Management,InsightsAct,New Harbor Home Health Center 7630,HH
8631,Prove,"$79,116.00",Policy Management,CareEd,Pine Heights Home Care Center 7631,HC
8632,Engage,"$58,765.00","Learning, XM",MedTeach,River Point Home Care Center 7632,HC
8633,Engage,"$16,940.00","Learning, Assessments",InsightsAct,East Valley Assisted Living Center 7633,AL
8634,Prove,"$73,923.00","Learning, XM",InsightsAct,River Point Home Health Center 7634,HH
8635,Closed Lost,"$81,665.00",Learning,MedTeach,South Creek SNF Center 7635,SNF
8636,Closed Lost,"$7,643.00","Learning, Regulation Management",MedTeach,Lake Point Home Care Center 7636,HC
8637,Negotiate,"$34,868.00","Learning, XM",CareEd,East Harbor Assisted Living Center 7637,AL
8638,Prove,"$60,275.00","Compliance, XM",SNFCourse,Lake Harbor SNF Center 7638,SNF
8639,Negotiate,"$22,698.00",XM,MedTeach,South Point Home Health Center 7639,HH
8640,Engage,"$6,562.00",Learning,CareEd,Lake Springs Home Health Center 7640,HH
8641,Engage,"$75,885.00",Learning,SNFCourse,West Springs SNF Center 7641,SNF
8642,Identify,"$75,649.00","Learning, Regulation Management",CareEd,East Point Home Health Center 7642,HH
8643,Engage,"$62,807.00","Learning, Regulation Management",MedTeach,West Grove Assisted Living Center 7643,AL
8644,Identify,"$67,127.00","Learning, Regulation Management, Compliance, XM",CareEd,West Grove Home Care Center 7644,HC
8645,Closed Lost,"$53,945.00",Learning,InsightsAct,River Heights Home Health Center 7645,HH
8646,Negotiate,"$3,424.00","Learning, Policy Management",SNFCourse,Grand Haven SNF Center 7646,SNF
8647,Closed Won,"$25,200.00",Learning,InsightsAct,Grand Ridge SNF Center 7647,SNF
8648,Engage,"$33,756.00","Learning, Policy Management",MedTeach,River Creek Home Care Center 7648,HC
8649,Engage,"$78,560.00","Learning, Regulation Management, Compliance, XM",MedTeach,River View Home Care Center 7649,HC
8650,Negotiate,"$43,548.00","Learning, Assessments",CareEd,West Harbor Home Care Center 7650,HC
8651,Prove,"$62,525.00","Learning, Regulation Management",MedTeach,Grand View Assisted Living Center 7651,AL
8652,Closed Lost,"$29,982.00",Learning,MedTeach,River Creek Home Care Center 7652,HC
8653,Closed Lost,"$77,182.00","Learning, Policy Management",SNFCourse,New Springs SNF Center 7653,SNF
8654,Identify,"$60,020.00","Learning, Assessments",MedTeach,East Harbor SNF Center 7654,SNF
8655,Engage,"$53,368.00","Compliance, XM",SNFCourse,North Point SNF Center 7655,SNF
8656,Engage,"$12,057.00",Policy Management,InsightsAct,Grand Heights Assisted Living Center 7656,AL
8657,Identify,"$26,584.00","Learning, XM",SNFCourse,New View Assisted Living Center 7657,AL
8658,Identify,"$31,551.00","Learning, Assessments",MedTeach,New Valley Home Health Center 7658,HH
8659,Engage,"$27,712.00",Policy Management,InsightsAct,South Point Home Care Center 7659,HC
8660,Engage,"$50,362.00","Learning, Regulation Management, Compliance, XM",CareEd,Oak Point Assisted Living Center 7660,AL
8661,Closed Won,"$42,605.00","Learning, Policy Management",InsightsAct,South Harbor Home Health Center 7661,HH
8662,Prove,"$56,430.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Oak Springs SNF Center 7662,SNF
8663,Identify,"$79,878.00",XM,SNFCourse,West Creek Home Health Center 7663,HH
8664,Engage,"$18,843.00","Learning, Assessments",InsightsAct,Lake Harbor Assisted Living Center 7664,AL
8665,Identify,"$17,902.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Oak Grove Assisted Living Center 7665,AL
8666,Identify,"$2,425.00",Learning,InsightsAct,North Heights SNF Center 7666,SNF
8667,Closed Won,"$81,950.00","Learning, XM",CareEd,Pine View SNF Center 7667,SNF
8668,Identify,"$65,641.00","Compliance, XM",MedTeach,Oak Valley SNF Center 7668,SNF
8669,Closed Won,"$54,022.00",Policy Management,SNFCourse,River Ridge Assisted Living Center 7669,AL
8670,Closed Lost,"$19,270.00","Compliance, XM",InsightsAct,River Harbor Home Health Center 7670,HH
8671,Prove,"$47,589.00","Learning, Assessments",SNFCourse,New Harbor Assisted Living Center 7671,AL
8672,Engage,"$14,181.00","Learning, Regulation Management, Compliance, XM",CareEd,River Valley SNF Center 7672,SNF
8673,Identify,"$79,505.00",XM,CareEd,West Harbor SNF Center 7673,SNF
8674,Negotiate,"$32,437.00","Learning, XM",InsightsAct,West Ridge Home Health Center 7674,HH
8675,Engage,"$60,759.00","Learning, Assessments",MedTeach,West View Home Health Center 7675,HH
8676,Identify,"$68,388.00",Learning,InsightsAct,East Grove Home Care Center 7676,HC
8677,Prove,"$10,047.00","Learning, XM",SNFCourse,Grand Ridge Home Care Center 7677,HC
8678,Engage,"$67,554.00","Learning, Assessments",MedTeach,Lake Harbor Home Care Center 7678,HC
8679,Closed Lost,"$50,957.00",Learning,InsightsAct,New Valley Assisted Living Center 7679,AL
8680,Closed Lost,"$38,159.00",Policy Management,CareEd,East Heights Home Care Center 7680,HC
8681,Identify,"$29,848.00",Learning,CareEd,Lake Creek SNF Center 7681,SNF
8682,Closed Lost,"$37,381.00",Learning,CareEd,Oak Heights SNF Center 7682,SNF
